token_a,token_b,count
change,iphones,6
least,phone,6
back,change,6
phone,yeah,6
design,enough,6
least,new,6
even,though,6
dropped,iphone,6
phone,upgrading,6
look,pretty,6
give,year,6
money,use,6
new,upgrading,6
getting,got,6
really,screen,6
upgrade,upgrading,6
fact,smxke,6
always,model,6
got,want,6
iphone,others,6
switch,used,6
actually,look,6
android,thing,6
getting,think,6
pro,sooner,5
huawei,soon,5
guy,year,5
actually,android,5
five,medium,5
iphone,lmao,5
iphone,newer,5
best,samsung,5
phone,spend,5
release,samsung,5
apple,releasing,5
looking,samsung,5
phone,whole,5
button,landscape,5
barely,phone,5
going,let,5
going,see,5
iphone,line,5
model,upgrade,5
max,sooner,5
iphone,working,5
buy,even,5
everyone,get,5
always,want,5
going,time,5
every,improvement,5
apple,hate,5
lmao,phone,5
iphone,quality,5
getting,upgrading,5
every,way,5
going,wrong,5
buy,samsung,5
bro,like,5
design,know,5
better,literally,5
buy,design,5
io,update,5
button,sure,5
layout,video,5
hope,pro,5
buying,like,5
changed,max,5
model,sim,5
completely,iphone,5
got,sooner,5
galaxy,personally,5
galaxy,soon,5
galaxy,sooner,5
glad,huawei,5
glad,kicking,5
glad,let,5
first,huawei,5
upgrade,yeah,5
button,zoom,5
glad,soon,5
glad,sooner,5
gon,look,5
galaxy,kicking,5
got,kicking,5
got,personally,5
new,single,5
phone,trash,5
make,see,5
battery,make,5
battery,slightly,5
design,something,5
feel,old,5
release,screen,5
sooner,work,5
soon,switch,5
soon,used,5
back,time,5
even,product,5
get,guy,5
really,since,5
annoying,apple,5
old,really,5
new,yearly,5
software,update,5
even,fan,5
bring,later,5
buying,change,5
buying,keep,5
channel,tech,5
iphones,user,5
copying,samsung,5
say,upgrade,5
make,probably,5
every,shit,5
design,max,5
even,see,5
dont,use,5
apple,real,5
even,literally,5
ill,pro,5
high,iphone,5
fan,iphone,5
new,reason,5
phone,ultra,5
iphone,thinking,5
glad,personally,5
button,one,5
ipad,like,5
button,screen,5
samsung,see,5
apple,charging,5
button,change,5
make,max,5
everyday,work,5
like,regular,5
apple,stick,5
android,time,5
model,video,5
iphone,single,5
pro,reason,5
get,twice,5
first,sooner,5
galaxy,glad,5
galaxy,huawei,5
galaxy,let,5
current,every,5
current,model,5
everyday,tell,5
everyday,used,5
glad,work,5
got,huawei,5
day,good,5
consumer,phone,5
enough,like,5
first,galaxy,5
button,touch,5
first,soon,5
lol,thing,5
even,work,5
get,keep,5
even,point,5
feel,something,5
look,yeah,5
people,yeah,5
change,old,5
apple,finally,5
button,power,5
pay,phone,5
good,people,5
good,think,5
course,phone,5
get,yeah,5
capture,know,5
case,layout,5
new,thinking,5
course,new,5
called,camera,5
everyday,phone,5
everyday,pro,5
everyday,samsung,5
one,stop,5
apple,everything,5
apple,job,5
iphone,month,5
change,yeah,5
past,phone,5
change,keep,5
apple,trash,5
always,case,5
people,probably,5
better,something,5
open,phone,5
even,max,5
iphone,seeing,5
camera,money,5
buy,instead,5
course,iphone,5
point,selling,5
keep,screen,5
always,even,5
big,pro,5
big,small,5
button,called,5
called,new,5
iphone,steve,5
like,lot,5
android,never,5
glad,making,5
glad,switch,5
glad,tell,5
design,release,5
design,screen,5
end,phone,5
glad,used,5
recording,video,5
new,twice,5
every,probably,5
feel,good,5
ipad,pro,5
day,design,5
design,see,5
layout,spatial,5
enough,pro,5
thing,video,5
actually,device,5
fit,phone,5
greatest,year,5
day,got,5
every,good,5
channel,know,5
big,samsung,5
buying,point,5
everyday,switch,5
iphone,vision,5
camera,wow,5
everyday,huawei,5
everyday,first,5
pretty,year,5
everyday,iphone,5
everyday,max,5
everyday,personally,5
new,price,5
max,use,5
pro,till,5
camera,horizontal,5
button,layout,5
called,vision,5
iphone,open,5
best,look,5
innovative,iphone,5
new,right,5
android,model,5
cause,one,5
apple,bro,5
agree,like,5
phone,vertical,5
like,trying,5
anything,phone,5
everyday,kicking,5
everyday,let,5
lens,pro,5
chip,iphone,5
android,use,5
even,really,5
idea,phone,5
everyday,galaxy,5
everyday,glad,5
everyday,got,5
company,thing,5
got,need,5
video,watching,5
ever,new,5
feel,upgrade,5
old,think,5
apple,samsungs,5
day,video,5
always,going,5
another,something,5
big,get,5
back,pro,5
feel,used,5
likely,new,5
get,probably,5
apple,risk,5
away,iphone,5
health,iphone,5
product,samsung,5
everyday,soon,5
everyday,sooner,5
everyday,making,5
better,zacgougeon,5
come,need,5
phone,twice,5
reason,want,5
life,make,5
battery,design,5
keep,money,5
camera,please,5
iphone,knew,5
case,product,5
change,company,5
obviously,pro,5
design,one,5
battery,enough,5
apple,innovative,5
even,life,5
day,get,5
apple,end,5
iphone,non,5
phone,spatial,5
back,still,5
believe,camera,5
still,strong,5
fold,look,5
care,one,5
person,phone,5
phone,regular,5
capture,spatial,5
make,spatial,5
changing,like,5
nothing,people,5
capture,make,5
camera,instead,5
cheap,look,5
camera,size,5
phone,tech,5
one,product,5
pro,watch,5
cause,iphone,5
changing,iphone,5
innovation,samsung,5
iphone,material,5
every,yet,5
change,risk,5
look,made,5
intelligence,iphone,5
iphone,system,5
bad,look,5
need,watch,5
phone,thought,5
cmf,look,5
comment,people,5
like,sound,5
change,time,5
apple,lmao,5
pro,well,5
apple,cause,5
iphones,many,5
better,user,5
anymore,really,5
pro,regular,5
act,like,5
back,gon,5
last,like,5
side,sim,5
know,say,5
additional,camera,5
capture,press,5
focus,press,5
capture,focus,5
get,longer,5
android,even,5
mock,ups,5
almost,got,5
made,pro,5
best,people,5
anymore,every,5
battery,got,5
phone,version,5
brand,one,5
apple,chip,5
buy,someone,5
iphone,less,5
iphones,screen,5
anyways,iphone,5
iphone,seriously,5
bro,max,5
exactly,year,5
think,use,5
maybe,one,5
samsung,similar,5
saying,thing,5
iphone,week,5
best,better,5
going,really,5
best,still,5
like,older,5
came,phone,5
apple,steve,5
buy,company,5
android,feel,5
bit,look,5
great,pro,5
android,io,5
black,like,5
io,iphone,5
great,iphone,5
ever,year,5
kicking,samsung,5
first,kicking,5
first,making,5
first,personally,5
design,dont,5
many,pro,5
device,see,5
phone,watch,5
make,profit,5
flip,new,5
made,new,5
button,sensor,5
let,like,5
battery,one,5
definitely,pro,5
big,look,5
black,one,5
get,last,5
another,max,5
iphones,older,5
camera,innovation,5
exact,phone,5
button,look,5
bad,iphone,5
apple,thought,5
bigger,button,5
day,people,5
screen,time,5
lot,people,5
every,next,5
huge,pro,5
design,going,5
model,since,5
new,replace,5
feel,point,5
get,wait,5
phone,stupid,5
phone,thats,5
iphone,tho,5
apple,past,5
gon,one,5
new,soon,5
iphone,whole,5
bad,new,5
camera,device,5
one,video,5
look,product,5
iphone,island,5
black,love,5
like,say,5
new,series,5
innovation,people,5
make,went,5
difference,look,5
buy,care,5
almost,still,5
went,year,5
battery,old,5
seems,year,5
every,sell,5
mean,thing,5
give,people,5
give,still,5
actually,time,5
apps,phone,5
screen,think,5
know,version,5
game,iphone,5
hope,look,5
look,looking,5
money,still,5
model,work,5
released,year,5
first,still,5
lol,way,5
layout,samsung,5
apple,pay,5
shutter,side,5
people,using,5
broke,iphone,5
broke,still,5
definitely,max,5
really,ugly,5
another,get,5
case,really,5
old,using,5
model,nothing,5
camera,sensor,5
never,people,5
button,might,5
money,pro,5
every,yearly,5
replace,year,5
every,last,5
cause,phone,5
design,work,5
bad,year,5
use,way,5
coming,like,5
one,take,5
phone,price,5
changing,look,5
camera,display,5
design,layout,5
charging,phone,5
iphone,left,5
button,right,5
black,plus,5
back,layout,5
much,see,5
change,changing,5
latest,time,5
release,upgrade,5
every,guy,5
changing,new,5
going,say,5
got,model,5
brand,look,5
huge,phone,5
like,set,5
better,come,5
better,right,5
black,nice,5
iphone,tech,5
bad,get,5
ever,get,5
change,work,5
apple,glad,5
make,maybe,5
maybe,new,5
kicking,tell,5
kicking,used,5
kicking,work,5
let,personally,5
actually,year,5
back,old,5
health,still,5
got,use,5
buy,say,5
phone,shutter,5
device,time,5
another,change,5
much,want,5
first,see,5
need,video,5
nothing,pro,5
design,feel,5
need,since,5
model,previous,5
product,still,5
hate,phone,5
day,upgrade,5
thing,think,5
thing,want,5
take,year,5
different,thing,5
device,look,5
device,much,5
later,new,5
true,year,5
every,someone,5
got,people,5
actually,still,5
get,something,5
every,yeah,5
car,year,5
chinese,phone,5
iphone,replace,5
anything,iphone,5
apple,someone,5
apple,lack,5
kind,one,5
like,stop,5
car,every,5
might,upgrade,5
always,latest,5
get,release,5
bad,every,5
either,every,5
give,like,5
device,make,5
device,year,5
better,screen,5
like,someone,5
always,screen,5
base,pro,5
people,wait,5
might,year,5
broke,phone,5
actually,something,5
difference,something,5
button,buy,5
apple,update,5
iphones,since,5
enough,good,5
making,stop,5
case,year,5
two,year,5
change,feel,5
back,never,5
google,phone,5
know,money,5
know,release,5
exciting,iphone,5
protector,screen,5
buy,comment,5
hate,iphone,5
apple,literally,5
design,notch,5
innovation,lack,5
innovation,thing,5
iphone,took,5
come,look,5
come,people,5
anyone,pro,5
nothing,thing,5
like,said,5
feature,people,5
camera,section,5
like,literally,5
design,thing,5
best,iphones,5
finally,pro,5
iphone,past,5
kicking,making,5
huawei,kicking,5
iphone,remember,5
kicking,sooner,5
time,user,5
device,still,5
changed,screen,5
design,use,5
day,use,5
design,latest,5
new,watch,5
game,phone,5
device,think,5
fact,phone,5
latest,one,5
look,might,5
going,video,5
market,phone,5
look,xiaomi,5
battery,good,5
feature,think,5
expensive,iphone,5
game,like,5
device,really,5
apple,security,5
bump,really,5
make,making,5
come,next,5
flagship,phone,5
enough,really,5
enough,upgrade,5
going,something,5
greatest,iphone,5
latest,use,5
iphone,minor,5
apple,picture,5
greatest,people,5
every,market,5
battery,upgraded,5
actually,many,5
actually,new,5
flip,iphone,5
feature,upgrade,5
base,iphone,5
android,much,5
come,going,5
release,thing,5
best,design,5
like,without,5
phone,said,5
maybe,people,5
looking,thing,5
apple,care,5
camera,care,5
literally,people,5
huawei,tell,5
change,screen,5
apple,system,5
iphone,sooner,5
bigger,like,5
bigger,one,5
iphone,number,5
kicking,let,5
huawei,let,5
huawei,making,5
huawei,max,5
kicking,soon,5
big,camera,5
android,think,5
kicking,switch,5
huawei,switch,5
better,need,5
bixby,button,5
wait,want,5
apple,fanboys,5
apple,work,5
color,model,5
money,release,5
like,money,5
switch,year,5
android,back,5
apple,hardware,5
game,pro,5
get,work,5
back,feature,5
make,software,5
cheap,like,5
camera,tech,5
camera,work,5
iphone,though,5
much,upgrade,5
therapy,video,5
apple,google,5
enough,still,5
apple,decided,5
like,xiaomi,5
software,upgrade,5
still,thing,5
buy,much,5
apple,plan,5
apple,fingerprint,5
design,long,5
new,true,5
pro,spatial,5
color,pro,5
max,old,5
keeping,max,5
job,steve,5
apple,longer,5
phone,wow,5
title,video,5
every,mean,5
apple,option,5
pro,waiting,5
probably,still,5
still,waiting,5
use,wan,5
device,screen,5
camera,zoom,5
later,miss,5
card,slot,5
going,obviously,5
like,used,5
love,much,5
plan,pro,5
camera,recording,5
much,time,5
battery,bought,5
broke,samsung,5
spatial,vision,5
iphone,switched,5
might,people,5
new,way,5
day,pro,5
enough,want,5
come,still,5
every,sense,5
always,since,5
difference,pro,5
iphones,zacgougeon,5
better,mean,5
buy,last,5
new,sure,5
apple,seems,5
iphone,kind,5
change,release,5
dont,every,5
pro,thinking,5
actually,pro,5
camera,rather,5
car,like,5
design,never,5
camera,lmao,5
get,never,5
make,something,5
camera,right,5
like,sony,5
guy,want,5
android,innovation,5
later,one,5
currently,iphone,5
pro,right,5
upgrade,version,5
huawei,used,5
huawei,work,5
iphone,kicking,5
design,user,5
need,vision,5
fine,still,5
every,understand,5
change,form,5
photo,shutter,5
let,samsung,5
feature,max,5
kicking,pro,5
like,lmao,5
lmao,look,5
color,design,5
case,max,5
case,old,5
get,layout,5
cool,new,5
cool,phone,5
antenna,like,5
android,past,5
soon,work,5
personally,phone,5
even,keep,5
used,work,5
phone,sooner,5
actually,first,5
man,phone,5
please,screen,5
etc,iphone,5
screen,want,5
actually,much,5
personally,tell,5
personally,used,5
personally,work,5
phone,remember,5
black,kind,5
huawei,personally,5
five,star,5
let,sooner,5
actually,every,5
making,tell,5
making,work,5
motion,pro,5
nice,year,5
fine,iphone,5
hope,iphone,5
better,buy,5
option,phone,5
apple,bad,5
work,year,5
kicking,personally,5
samsung,soon,5
let,used,5
making,personally,5
making,sooner,5
making,switch,5
sooner,tell,5
sooner,used,5
bought,phone,5
huawei,sooner,5
personally,pro,5
personally,soon,5
personally,sooner,5
personally,switch,5
let,soon,5
kicking,max,5
guy,new,5
medium,star,5
kicking,phone,5
samsung,sooner,5
soon,sooner,5
close,iphone,5
sooner,switch,5
photo,video,5
battery,using,5
samsung,series,5
iphone,option,5
iphone,plan,5
actually,design,5
actually,well,5
already,apple,5
give,two,5
really,upgrading,4
color,kind,4
smart,year,4
feature,going,4
mean,really,4
camera,landscape,4
never,product,4
fake,real,4
see,since,4
maybe,video,4
every,went,4
difference,model,4
someone,upgrade,4
like,wait,4
look,making,4
problem,year,4
always,know,4
every,problem,4
new,newest,4
like,low,4
one,wait,4
buy,feature,4
move,think,4
fold,get,4
apple,waited,4
get,intelligence,4
price,pro,4
old,want,4
apple,future,4
camera,wait,4
pro,though,4
get,huge,4
huge,like,4
changed,see,4
currently,need,4
currently,pro,4
using,well,4
camera,definitely,4
iphones,want,4
keeping,phone,4
got,iphones,4
new,newer,4
new,older,4
launch,like,4
apple,original,4
apple,comment,4
apple,justin,4
cost,phone,4
use,zacgougeon,4
major,phone,4
iphone,loved,4
form,look,4
design,gon,4
design,hate,4
jump,phone,4
people,take,4
factor,iphone,4
life,one,4
time,well,4
make,releasing,4
past,user,4
camera,fact,4
fact,iphone,4
use,used,4
anyone,phone,4
back,got,4
button,put,4
android,day,4
iphones,lmao,4
getting,want,4
even,way,4
change,stop,4
everyone,new,4
anyway,buy,4
anyway,year,4
samsung,world,4
android,ultra,4
ever,think,4
ever,time,4
design,well,4
back,brought,4
phone,put,4
everyone,year,4
get,older,4
bought,max,4
bought,pro,4
completely,samsung,4
make,time,4
apple,completely,4
buying,max,4
android,buy,4
newer,want,4
sony,xperia,4
apple,market,4
company,nothing,4
model,product,4
every,take,4
always,one,4
market,year,4
bit,buy,4
apple,island,4
anyway,get,4
every,newer,4
capture,get,4
capture,vision,4
definitely,video,4
job,year,4
height,phone,4
hate,like,4
iphones,video,4
apple,matter,4
matter,one,4
camera,moving,4
every,everyone,4
like,option,4
like,security,4
give,make,4
change,everything,4
else,iphone,4
basically,nothing,4
lew,miss,4
enough,money,4
enough,much,4
day,guy,4
iphone,store,4
iphone,thank,4
camera,glass,4
camera,without,4
couple,iphone,4
looking,year,4
always,much,4
always,newest,4
samsung,something,4
make,mean,4
china,iphones,4
china,made,4
iphones,release,4
like,zacgougeon,4
much,really,4
still,zacgougeon,4
money,newest,4
need,take,4
button,likely,4
absolutely,new,4
nothing,without,4
apple,mad,4
battery,screen,4
justin,phone,4
exactly,iphone,4
fact,video,4
fact,know,4
newest,want,4
user,zacgougeon,4
camera,flush,4
least,make,4
apple,cook,4
apple,dynamic,4
design,iphones,4
apple,slow,4
problem,still,4
first,use,4
different,mean,4
even,since,4
changed,much,4
better,since,4
better,small,4
better,use,4
phone,wan,4
really,use,4
motorola,razr,4
android,make,4
hardware,year,4
best,make,4
cook,iphone,4
cook,tim,4
need,never,4
open,video,4
make,though,4
latest,max,4
car,time,4
meant,phone,4
already,something,4
battery,mine,4
every,stupid,4
buy,stupid,4
battery,io,4
new,though,4
phone,vision,4
using,zacgougeon,4
design,plus,4
apple,joke,4
apple,previous,4
people,understand,4
apple,selling,4
keep,still,4
many,way,4
feature,really,4
bro,even,4
device,pro,4
people,software,4
like,tech,4
got,lol,4
look,oppo,4
cheap,phone,4
apple,ever,4
release,want,4
mean,use,4
every,minimal,4
improvement,phone,4
every,keep,4
far,make,4
apple,guess,4
keeping,pro,4
color,time,4
iphone,xiaomi,4
actually,already,4
changed,video,4
miss,phone,4
pro,release,4
still,sure,4
changed,still,4
exciting,year,4
blue,like,4
longer,make,4
battery,seems,4
battery,since,4
iphone,said,4
think,went,4
battery,think,4
better,quality,4
io,samsung,4
android,device,4
always,hardly,4
end,never,4
latest,upgrade,4
guess,phone,4
button,people,4
arrangement,new,4
apple,event,4
apple,released,4
fold,pro,4
identical,model,4
comment,got,4
minor,phone,4
like,pink,4
like,white,4
camera,dont,4
well,work,4
iphone,spatial,4
make,tell,4
camera,tell,4
designed,phone,4
like,lower,4
especially,like,4
especially,screen,4
minor,people,4
camera,cheap,4
bit,phone,4
device,new,4
back,user,4
brand,every,4
brand,time,4
clean,look,4
choice,phone,4
hate,love,4
enough,use,4
every,guess,4
phone,red,4
feature,thing,4
people,version,4
lol,people,4
look,though,4
reason,year,4
battery,know,4
like,might,4
look,love,4
come,waiting,4
flip,fold,4
really,well,4
every,right,4
every,lot,4
mention,phone,4
mention,year,4
changing,year,4
latest,look,4
button,lot,4
unbox,watching,4
almost,model,4
always,changed,4
greatest,phone,4
far,iphone,4
apple,waiting,4
capture,model,4
chinese,like,4
especially,small,4
device,need,4
battery,device,4
keep,probably,4
come,make,4
different,one,4
good,thing,4
good,want,4
getting,keep,4
life,thing,4
biggest,change,4
finally,something,4
martinez,miller,4
need,someone,4
side,video,4
apple,side,4
button,need,4
iphone,significantly,4
might,still,4
one,something,4
design,take,4
fine,look,4
device,using,4
brand,design,4
game,much,4
game,play,4
iphone,seems,4
best,know,4
android,nothing,4
max,probably,4
change,exactly,4
anything,max,4
get,mean,4
people,plus,4
even,fact,4
kind,screen,4
phone,simply,4
exact,thing,4
new,released,4
max,pink,4
people,screen,4
channel,iphone,4
almost,point,4
much,need,4
might,think,4
need,replace,4
eye,iphone,4
pro,something,4
getting,point,4
pro,side,4
least,samsung,4
else,think,4
car,new,4
video,view,4
every,innovation,4
apple,wan,4
mean,screen,4
last,mean,4
consumer,even,4
changed,difference,4
changed,something,4
display,really,4
galaxy,still,4
apple,cmf,4
almost,samsung,4
apple,mini,4
see,wait,4
bump,year,4
best,want,4
iphone,simply,4
two,using,4
move,phone,4
fine,perfectly,4
getting,look,4
last,yeah,4
kind,look,4
kind,model,4
pro,save,4
release,releasing,4
anyone,every,4
older,people,4
longer,update,4
perfectly,phone,4
buy,sell,4
funny,iphone,4
everything,get,4
case,video,4
kind,like,4
away,get,4
making,point,4
every,never,4
already,every,4
color,different,4
different,get,4
shit,still,4
apps,io,4
pro,wife,4
dynamic,new,4
look,small,4
island,new,4
upgrade,yearly,4
feel,release,4
button,second,4
antenna,phone,4
change,customer,4
iphone,placement,4
upgrade,way,4
newest,one,4
every,true,4
people,shit,4
almost,completely,4
instead,look,4
change,software,4
button,lol,4
ago,back,4
button,old,4
button,tray,4
button,volume,4
fingerprint,scanner,4
apple,best,4
fan,get,4
shutter,think,4
apart,iphone,4
fall,iphone,4
old,say,4
stop,update,4
better,fine,4
never,samsung,4
one,say,4
care,year,4
change,newer,4
afford,phone,4
innovative,phone,4
io,like,4
exact,iphone,4
huge,make,4
iphone,true,4
get,yearly,4
around,iphone,4
camera,software,4
change,using,4
life,much,4
longer,model,4
apple,upgrading,4
miss,one,4
people,theoddgamer,4
theoddgamer,year,4
every,theoddgamer,4
max,yeah,4
phone,true,4
people,upgrading,4
longer,year,4
bigger,year,4
fan,say,4
might,model,4
expect,phone,4
design,got,4
iphone,longer,4
design,innovation,4
feel,worth,4
better,lol,4
apple,major,4
however,look,4
iphone,wife,4
apps,still,4
iphone,original,4
bro,still,4
like,little,4
little,new,4
little,pro,4
camera,went,4
another,last,4
maybe,want,4
every,released,4
product,time,4
screen,using,4
changed,design,4
innovation,past,4
apple,us,4
pro,two,4
old,product,4
battery,buy,4
io,new,4
look,nice,4
since,using,4
bad,feel,4
added,apple,4
added,button,4
need,upgrading,4
form,phone,4
honestly,new,4
final,iphone,4
still,way,4
different,nothing,4
look,similar,4
favorite,iphone,4
iphone,light,4
maybe,screen,4
photo,take,4
new,photo,4
pro,rather,4
old,samsung,4
phone,tho,4
higher,iphone,4
camera,reason,4
must,new,4
keep,time,4
small,use,4
old,release,4
release,yearly,4
make,point,4
comment,first,4
pro,someone,4
photo,side,4
time,two,4
button,tech,4
best,get,4
come,feel,4
buy,worth,4
create,iphone,4
look,sure,4
keep,old,4
buying,iphones,4
guy,think,4
model,old,4
model,sure,4
apple,trying,4
like,shit,4
bro,year,4
get,google,4
idea,ran,4
previous,use,4
face,iphone,4
since,small,4
since,use,4
definitely,new,4
max,next,4
next,still,4
apple,material,4
still,trash,4
iphones,time,4
kinda,like,4
better,work,4
like,size,4
older,upgrade,4
pro,staying,4
quality,thing,4
big,year,4
got,old,4
phone,waste,4
max,people,4
apple,happy,4
apple,changing,4
apple,kinda,4
saying,time,4
better,newer,4
phone,show,4
another,better,4
came,year,4
know,reason,4
got,last,4
get,worse,4
time,use,4
see,think,4
case,instead,4
every,pretty,4
however,like,4
best,max,4
bro,phone,4
channel,time,4
innovation,last,4
iphone,slightly,4
come,last,4
one,please,4
camera,changing,4
look,material,4
apps,video,4
change,video,4
difference,like,4
iphone,man,4
make,man,4
first,last,4
like,placement,4
iphone,kinda,4
nobody,still,4
button,wrong,4
instead,latest,4
apple,seriously,4
change,stopped,4
phone,social,4
basically,camera,4
come,gon,4
still,watch,4
much,release,4
year,yet,4
every,exactly,4
like,material,4
case,thing,4
buy,version,4
dont,iphones,4
camera,idea,4
apple,experience,4
always,device,4
design,version,4
people,slightly,4
camera,lower,4
launch,one,4
new,trying,4
new,yet,4
ahead,apple,4
change,last,4
apple,two,4
good,pretty,4
country,sim,4
apple,business,4
comment,know,4
love,think,4
act,button,4
max,small,4
people,stupid,4
hand,phone,4
button,feel,4
phone,unless,4
capture,side,4
always,way,4
button,way,4
bad,samsung,4
like,vertical,4
people,watch,4
phone,seems,4
love,use,4
need,stupid,4
max,point,4
max,see,4
idk,look,4
ipad,new,4
latest,thing,4
need,product,4
nothing,time,4
better,two,4
next,release,4
always,samsung,4
much,stop,4
apple,stopped,4
apple,tim,4
apple,sense,4
mini,year,4
product,yet,4
trying,year,4
holding,phone,4
next,think,4
apple,talking,4
new,world,4
another,think,4
need,stop,4
got,upgrading,4
iphone,traded,4
know,well,4
back,come,4
apple,left,4
bigger,look,4
saying,year,4
almost,since,4
going,strong,4
pretty,pro,4
feature,iphones,4
latest,samsung,4
get,plus,4
like,wow,4
device,well,4
basically,money,4
feel,lol,4
new,saying,4
light,like,4
get,instead,4
buying,one,4
congratulation,phone,4
always,button,4
layout,plus,4
capture,phone,4
capture,photo,4
expensive,samsung,4
different,layout,4
line,pro,4
camera,system,4
basically,design,4
button,left,4
button,made,4
phone,sad,4
lot,new,4
battery,matrixx,4
different,feature,4
video,way,4
android,get,4
factor,look,4
every,see,4
idea,like,4
called,pro,4
one,prefer,4
samsung,since,4
never,since,4
new,wow,4
know,man,4
cmf,like,4
way,zacgougeon,4
bought,health,4
actually,case,4
definitely,like,4
android,max,4
company,much,4
line,phone,4
already,pro,4
buying,look,4
different,least,4
design,wise,4
except,iphone,4
changed,lot,4
nothing,one,4
finally,phone,4
finally,year,4
phone,switched,4
better,plus,4
iphone,sell,4
new,open,4
phone,simple,4
hey,iphone,4
android,best,4
best,like,4
nokia,phone,4
phone,wise,4
cuz,still,4
iphone,million,4
used,year,4
bigger,going,4
apple,mock,4
iphone,ups,4
new,sell,4
gon,pro,4
lot,phone,4
iphone,lens,4
iphone,person,4
enough,iphones,4
every,plus,4
got,plus,4
extremely,phone,4
left,phone,4
change,lot,4
layout,picture,4
phone,take,4
camera,point,4
buy,mean,4
enough,might,4
called,capture,4
called,layout,4
make,work,4
think,work,4
actually,samsung,4
added,like,4
apple,nice,4
camera,might,4
big,know,4
button,well,4
apple,wont,4
phone,shit,4
better,great,4
get,seems,4
camera,color,4
planning,pro,4
guy,know,4
reason,samsung,4
apple,run,4
phone,world,4
keep,max,4
switched,year,4
customer,new,4
best,one,4
fit,pocket,4
camera,great,4
current,pro,4
iphone,job,4
money,must,4
every,reason,4
change,gon,4
button,horizontally,4
still,video,4
another,look,4
apple,hard,4
called,spatial,4
called,video,4
look,well,4
apple,turn,4
color,got,4
color,year,4
something,think,4
iphones,see,4
even,plus,4
around,camera,4
base,plus,4
better,time,4
charging,max,4
pro,yet,4
face,time,4
apple,put,4
big,think,4
change,price,4
camera,put,4
instead,really,4
thinking,year,4
one,using,4
iphone,profit,4
still,upgrading,4
still,till,4
channel,day,4
day,maybe,4
camera,position,4
bring,lew,4
better,layout,4
big,much,4
switching,year,4
update,upgrade,4
update,use,4
pro,wtf,4
dont,people,4
mean,samsung,4
dont,still,4
mine,year,4
put,samsung,4
put,see,4
always,mean,4
old,probably,4
idea,run,4
even,use,4
get,hand,4
switching,user,4
color,every,4
maybe,still,4
upgrade,work,4
better,using,4
camera,non,4
happy,pro,4
ago,thing,4
new,put,4
honestly,iphone,4
lens,like,4
full,screen,4
button,dummy,4
literally,one,4
ill,iphone,4
folding,iphone,4
reason,still,4
power,use,4
previous,year,4
change,looking,4
need,update,4
need,user,4
new,software,4
old,update,4
old,upgrade,4
get,pocket,4
even,trying,4
iphone,starting,4
better,looking,4
added,iphone,4
camera,using,4
probably,upgrade,4
really,thing,4
back,say,4
need,say,4
got,think,4
max,yet,4
gon,people,4
pro,released,4
worst,year,4
even,good,4
everyone,say,4
case,say,4
feel,mean,4
better,system,4
phone,system,4
side,slot,4
classic,new,4
idk,new,4
iphone,power,4
iphone,switching,4
iphones,use,4
big,one,4
phone,seeing,4
camera,soon,4
lol,upgrade,4
upgrade,well,4
bigger,getting,4
fan,samsung,4
life,upgrade,4
life,year,4
maybe,upgrade,4
finally,upgrade,4
life,like,4
life,really,4
away,change,4
make,please,4
apple,please,4
phone,smartphone,4
phone,thin,4
need,reason,4
people,reason,4
left,right,4
layout,year,4
every,huge,4
one,yeah,4
focus,zoom,4
going,make,4
iphone,super,4
every,small,4
better,really,4
get,power,4
camera,day,4
least,model,4
least,need,4
high,like,4
iphone,kept,4
like,long,4
like,single,4
apple,seen,4
apple,shutter,4
least,small,4
use,using,4
back,went,4
gon,know,4
back,watch,4
always,product,4
iphone,looked,4
like,looked,4
action,camera,4
long,new,4
long,phone,4
even,innovation,4
like,world,4
generation,like,4
change,dynamic,4
change,island,4
enough,high,4
company,day,4
enough,screen,4
design,upgrade,4
case,even,4
current,screen,4
best,good,4
best,new,4
anymore,best,4
case,people,4
case,way,4
even,made,4
later,year,4
last,many,4
anyone,apple,4
guy,time,4
pro,setup,4
like,power,4
like,side,4
new,power,4
apple,recording,4
apple,setup,4
max,tho,4
everything,phone,4
cool,look,4
recording,vision,4
forward,phone,4
feel,need,4
great,phone,4
bro,use,4
absolutely,year,4
video,watch,4
current,release,4
back,way,4
case,lew,4
comment,like,4
design,mean,4
keep,releasing,4
likely,pro,4
new,using,4
get,software,4
feel,thing,4
feel,update,4
camera,hard,4
camera,island,4
absolutely,phone,4
away,product,4
pro,taller,4
better,wise,4
business,iphone,4
new,nobody,4
etc,like,4
good,probably,4
apple,cheap,4
day,need,4
company,model,4
current,enough,4
cool,want,4
charge,two,4
apple,giving,4
consumer,year,4
lot,screen,4
finally,like,4
look,redmi,4
kinda,look,4
change,single,4
change,small,4
chip,every,4
phone,turn,4
camera,enough,4
android,software,4
even,old,4
back,seems,4
back,small,4
currently,phone,4
day,even,4
back,think,4
display,still,4
got,software,4
fold,year,4
must,think,4
device,money,4
camera,fold,4
hard,light,4
iphone,lost,4
day,user,4
back,used,4
anymore,people,4
best,case,4
gon,new,4
gon,say,4
battery,bump,4
phone,slightly,4
android,going,4
boring,phone,4
please,see,4
fine,one,4
know,last,4
case,design,4
consumer,people,4
day,watching,4
make,never,4
apple,thinking,4
